   ,V_ID,HOST_EXT_ID,ADRTYP,LAT_PCMILER,LONG_PCMILER,LAT_GOOGLE,LONG_GOOGLE,ADRNAM,ADRLN1,ADRLN2,ADRLN3,ADRCTY,ADRSTC,ADRPSZ,CTRY_NAME,TIM_ZON_CD,GEOLOC_NAM
37,v_nodes,S-6614,STR,0532804N,1132938W,53.46777778,-112.5061111,CALGARY TRAIL,"3361 CALGARY TRAIL, SOUTHBOUND",,,EDMONTON,AB,T6J6V1,CAN,America/Los_Angeles,AB North
38,v_nodes,S-3,STR,0541403N,1254459W,54.23416667,-124.2502778,BURNS LAKE,117 YELLOWHEAD HIGHWAY,,,BURNS LAKE,BC,V0J1E0,CAN,America/Los_Angeles,BC North
39,v_nodes,S-23,STR,0542529N,1241959W,54.42472222,-123.6669444,FORT ST JAMES,488 STUART DRIVE,,,FORT ST JAMES,BC,V0J1P0,CAN,America/Los_Angeles,BC North
40,v_nodes,S-143,STR,0500932N,1205256W,50.15888889,-119.1177778,MERRIT,1700 GARCIA STREET,#116,,MERRITT,BC,V1K1B8,CAN,America/Los_Angeles,BC Interior
41,v_nodes,S-145,STR,0505957N,1181154W,50.99916667,-117.8016667,REVELSTOKE,555 VICTORIA STREET,,,REVELSTOKE,BC,V0E2S0,CAN,America/Los_Angeles,BC Interior
42,v_nodes,S-2207,STR,0491124N,1225043W,49.19,-121.1547222,KING GEORGE,10312 KING GEORGE HIGHWAY,,,SURREY,BC,V3T2W5,CAN,America/Los_Angeles,BC Lower Mainland
43,v_nodes,S-2208,STR,0490304N,1221860W,49.05111111,-121.6833333,CLEARBROOK,32700 SOUTH FRASER WAY,#300,,ABBOTSFORD,BC,V2T4M5,CAN,America/Los_Angeles,BC Lower Mainland
44,v_nodes,S-6670,STR,0532720N,1132241W,53.45555556,-112.6219444,MEADOWS,2390 - 24TH STREET N.W.,,,EDMONTON,AB,T6T0G9,CAN,America/Los_Angeles,AB North
45,v_nodes,S-903,STR,0490330N,1224806W,49.05833333,-121.1983333,SOUTH POINT,3033 - 152ND STREET,,,SURREY,BC,V4P3K1,CAN,America/Los_Angeles,BC Lower Mainland
46,v_nodes,S-904,STR,0490242N,1221616W,49.045,-121.7288889,ABBOTSFORD,2140 SUMAS WAY,,,ABBOTSFORD,BC,V2S2C7,CAN,America/Los_Angeles,BC Lower Mainland
47,v_nodes,S-2215,STR,0490708N,1224349W,49.11888889,-121.2697222,CLOVERDALE CROSSING,17745 - 64TH AVENUE,,,SURREY,BC,V3S1Z2,CAN,America/Los_Angeles,BC Lower Mainland
48,v_nodes,S-928,STR,0491308N,1223914W,49.21888889,-121.3461111,WEST MAPLE RIDGE,300 - 20395 LOUGHEED HWY,,,MAPLE RIDGE,BC,V2X2P9,CAN,America/Los_Angeles,BC Lower Mainland
49,v_nodes,S-931,STR,0504002N,1202113W,50.66722222,-119.6463889,SAHALI,1210 SUMMIT DRIVE,#100,,KAMLOOPS,BC,V2C6M1,CAN,America/Los_Angeles,BC Interior
50,v_nodes,S-932,STR,0495118N,1192924W,49.855,-118.51,LAKESHORE CENTRE,3175 LAKESHORE ROAD,,,KELOWNA,BC,V1W3S9,CAN,America/Los_Angeles,BC Interior
51,v_nodes,S-935,STR,0491043N,1222941W,49.17861111,-121.5052778,EAST MAPLE RIDGE,22703 LOUGHEED HIGHWAY,,,MAPLE RIDGE,BC,V2X2V5,CAN,America/Los_Angeles,BC Lower Mainland
52,v_nodes,S-957,STR,0491524N,1224451W,49.25666667,-121.2525,PORT COQUITLAM,2385 OTTAWA STREET,,,PORT COQUITLAM,BC,V3B8A4,CAN,America/Los_Angeles,BC Lower Mainland
53,v_nodes,S-959,STR,0491950N,1242039W,49.33055556,-123.6558333,FRENCH CREEK,826 WEST ISLAND HIGHWAY,,,PARKSVILLE,BC,V9P2B7,CAN,America/Los_Angeles,BC Vancouver Island
54,v_nodes,S-962,STR,0492829N,1193458W,49.47472222,-118.4172222,PENTICTON,2111 MAIN STREET,,,PENTICTON,BC,V2A6W6,CAN,America/Los_Angeles,BC Interior
55,v_nodes,S-963,STR,0490756N,1225326W,49.13222222,-121.1094444,SCOTTSDALE CENTRE,7015 - 120TH STREET,,,DELTA,BC,V4E2A9,CAN,America/Los_Angeles,BC Lower Mainland
56,v_nodes,S-965,STR,0535206N,1224630W,53.86833333,-121.225,COLLEGE HEIGHTS,5232 DOMANO BLVD,,,PRINCE GEORGE,BC,V2N4A1,CAN,America/Los_Angeles,BC North
57,v_nodes,S-966,STR,0535437N,1224418W,53.91027778,-121.2616667,PRINCE GEORGE - DOWNTOWN,1600 - 15TH AVENUE,#100,,PRINCE GEORGE,BC,V2L3X3,CAN,America/Los_Angeles,BC North
58,v_nodes,S-2220,STR,0561459N,1205050W,56.24972222,-119.1527778,FORT ST. JOHN,10345 - 100TH STREET,,,FORT ST JOHN,BC,V1J3Z2,CAN,America/Los_Angeles,BC North
59,v_nodes,S-2235,STR,0490201N,1224806W,49.03361111,-121.1983333,WHITE ROCK,1641 - 152ND STREET,,,SURREY,BC,V4A4N3,CAN,America/Los_Angeles,BC Lower Mainland
60,v_nodes,S-2256,STR,0491533N,1230154W,49.25916667,-122.9683333,GRANDVIEW,880 BENTALL STREET,,,VANCOUVER,BC,V5M4H4,CAN,America/Los_Angeles,BC Lower Mainland
61,v_nodes,S-219,STR,0493011N,1150355W,49.50305556,-114.9347222,FERNIE,792 - 2ND AVENUE,,,FERNIE,BC,V0B1M0,CAN,America/Los_Angeles,BC Kootenays
62,v_nodes,S-104,STR,0504045N,1201547W,50.67916667,-119.7369444,VALLEYVIEW,2101 EAST TRANS CANADA HIGHWAY,#9,,KAMLOOPS,BC,V2C4A6,CAN,America/Los_Angeles,BC Interior
63,v_nodes,S-149,STR,0495320N,1192331W,49.88888889,-118.6080556,RUTLAND,301 HIGHWAY 33 W.,#10,,KELOWNA,BC,V1X1X8,CAN,America/Los_Angeles,BC Interior
64,v_nodes,S-2213,STR,0491010N,1215720W,49.16944444,-120.0444444,CHILLIWACK,46020 YALE ROAD,,,CHILLIWACK,BC,V2P7V2,CAN,America/Los_Angeles,BC Lower Mainland
65,v_nodes,S-6686,STR,0521405N,1134631W,52.23472222,-112.2247222,EAST HILL CENTRE,3020 - 22ND STREET,#300,,RED DEER,AB,T4R3J5,CAN,America/Los_Angeles,AB North
66,v_nodes,S-902,STR,0490335N,1222940W,49.05972222,-121.5055556,ALDERGROVE,26310 FRASER HIGHWAY,#100,,ALDERGROVE,BC,V4W2Z7,CAN,America/Los_Angeles,BC Lower Mainland
67,v_nodes,S-929,STR,0514409N,1212048W,51.73583333,-120.6533333,100 MILE HOUSE,157 NORTH CARIBOO HIGHWAY,,,100 MILE HOUSE,BC,V0K2E0,CAN,America/Los_Angeles,BC North
68,v_nodes,S-937,STR,0491552N,1230653W,49.26444444,-122.8852778,CAMBIE,2308 CAMBIE STREET,,,VANCOUVER,BC,V5Z2T8,CAN,America/Los_Angeles,BC Lower Mainland
69,v_nodes,S-939,STR,0490942N,1225347W,49.16166667,-121.1036111,NORDEL CROSSING,12130 NORDEL WAY,,,SURREY,BC,V3W1P6,CAN,America/Los_Angeles,BC Lower Mainland
70,v_nodes,S-948,STR,0491330N,1240227W,49.225,-123.9591667,WOODGROVE,6901 ISLAND HIGHWAY N.,,,NANAIMO,BC,V9T6N8,CAN,America/Los_Angeles,BC Vancouver Island
71,v_nodes,S-949,STR,0491109N,1235722W,49.18583333,-122.0438889,TERMINAL PARK,1501 ESTEVAN ROAD,,,NANAIMO,BC,V9S3Y3,CAN,America/Los_Angeles,BC Vancouver Island
72,v_nodes,S-968,STR,0535920N,1224734W,53.98888889,-121.2072222,HART HIGHWAY,3885 WEST AUSTIN ROAD,,,PRINCE GEORGE,BC,V2K2H7,CAN,America/Los_Angeles,BC North
73,v_nodes,S-969,STR,0490717N,1230922W,49.12138889,-122.8438889,IRONWOOD,11666 STEVESTON HIGHWAY,#3000,,RICHMOND,BC,V7A5J3,CAN,America/Los_Angeles,BC Lower Mainland
74,v_nodes,S-980,STR,0495246N,1192636W,49.87944444,-118.5566667,ORCHARD PLAZA,1876 COOPER ROAD,#101,,KELOWNA,BC,V1Y9N6,CAN,America/Los_Angeles,BC Interior
75,v_nodes,S-988,STR,0501705N,1191560W,50.28472222,-118.7333333,VERNON - VILLAGE GREEN,4900 - 27TH STREET,,,VERNON,BC,V1T7G7,CAN,America/Los_Angeles,BC Interior
76,v_nodes,S-992,STR,0490709N,1223942W,49.11916667,-121.3383333,WILLOUGHBY,20255 - 64TH AVENUE,#1,,LANGLEY,BC,V2Y1M9,CAN,America/Los_Angeles,BC Lower Mainland
77,v_nodes,S-996,STR,0491600N,1230026W,49.26666667,-122.9927778,MADISON CENTRE,4399 LOUGHEED HIGHWAY,,,BURNABY,BC,V5C3Y7,CAN,America/Los_Angeles,BC Lower Mainland
78,v_nodes,S-999,STR,0491926N,1230633W,49.32388889,-122.8908333,PEMBERTON PLAZA,1250 MARINE DRIVE,,,NORTH VANCOUVER,BC,V7P1T3,CAN,America/Los_Angeles,BC Lower Mainland
79,v_nodes,S-2228,STR,0491201N,1225756W,49.20027778,-121.0344444,MARINE WAY,5700 MARINE WAY,,,BURNABY,BC,V5J0A3,CAN,America/Los_Angeles,BC Lower Mainland
80,v_nodes,S-2242,STR,0490623N,1223911W,49.10638889,-121.3469444,LANGLEY - DOWNTOWN,20151 FRASER HIGHWAY,,,LANGLEY,BC,V3A4L9,CAN,America/Los_Angeles,BC Lower Mainland
81,v_nodes,S-2263,STR,0490730N,1224214W,49.125,-121.2961111,CLAYTON,8710 FRASER HIGHWAY,,,SURREY,BC,V3S7Y4,CAN,America/Los_Angeles,BC Lower Mainland
82,v_nodes,S-2277,STR,0544704N,1271033W,54.78444444,-126.8241667,BULKLEY VALLEY WHOLESALE,3302 HIGHWAY 16,,,SMITHERS,BC,V0J2N0,CAN,America/Los_Angeles,BC North
83,v_nodes,S-7614,STR,0491635N,1230730W,49.27638889,-122.875,YALETOWN,177 DAVIE STREET,,,VANCOUVER,BC,V6Z2Y1,CAN,America/Los_Angeles,BC Lower Mainland
84,v_nodes,W-18,DC,0490346N,1222825W,49.06277778,-121.5263889,EVG-SEAS,5111 - 272ND STREET,,,LANGLEY,BC,V4W3Z2,CAN,America/Los_Angeles,Warehouse
85,v_nodes,S-21,STR,0584820N,1224152W,58.80555556,-121.3022222,FORT NELSON,5103 AIRPORT ROAD,,,FORT NELSON,BC,V0C1R0,CAN,America/Los_Angeles,BC North
86,v_nodes,S-148,STR,0501526N,1191553W,50.25722222,-118.7352778,POLSON,255 2306 HIGHWAY 6,,,VERNON,BC,V1T7E3,CAN,America/Los_Angeles,BC Interior
87,v_nodes,S-152,STR,0490626N,1215752W,49.10722222,-120.0355556,GARRISON,45635 TAMIHI WAY,,,CHILLIWACK,BC,V2R0M4,CAN,America/Los_Angeles,BC Lower Mainland
88,v_nodes,S-2240,STR,0491456N,1230432W,49.24888889,-122.9244444,KING EDWARD,1403 EAST KING EDWARD AVENUE,,,VANCOUVER,BC,V5N5Z4,CAN,America/Los_Angeles,BC Lower Mainland
89,v_nodes,S-2249,STR,0491920N,1230552W,49.32222222,-122.9022222,CAPILANO,140 879 MARINE DRIVE,,,NORTH VANCOUVER,BC,V7P1R7,CAN,America/Los_Angeles,BC Lower Mainland
90,v_nodes,S-920,STR,0491247N,1225512W,49.21305556,-121.08,WESTMINSTER CENTRE,150 555 SIXTH STREET,,,NEW WESTMINSTER,BC,V3L3B9,CAN,America/Los_Angeles,BC Lower Mainland
91,v_nodes,S-975,STR,0504134N,1191759W,50.69277778,-118.7002778,SALMON ARM,1151 10TH AVENUE,,,SALMON ARM,BC,V1E1T3,CAN,America/Los_Angeles,BC Interior
92,v_nodes,S-993,STR,0491455N,1231305W,49.24861111,-122.7819444,UBC,5945 BERTON AVENUE,,,VANCOUVER,BC,V6S0B3,CAN,America/Los_Angeles,BC Lower Mainland
93,v_nodes,S-6622,STR,0532509N,1132838W,53.41916667,-112.5227778,SUMMERSIDE,1120 91 STREET SW,,,EDMONTON,AB,T6X0P2,CAN,America/Los_Angeles,AB North
94,v_nodes,S-164,STR,0492737N,1203027W,49.46027778,-119.4925,PRINCETON,258 BRIDGE STREET,,,PRINCETON,BC,V0X1W0,CAN,America/Los_Angeles,BC Kootenays
95,v_nodes,S-124,STR,0495500N,1192612W,49.91666667,-118.5633333,GLENMORE,115 1972 KANE ROAD,,,KELOWNA,BC,V1V2E5,CAN,America/Los_Angeles,BC Interior
96,v_nodes,S-2298,STR,0491634N,1224747W,49.27611111,-121.2036111,PINETREE,2991 LOUGHEED HIGHWAY,,,COQUITLAM,BC,V3B6J6,CAN,America/Los_Angeles,BC Lower Mainland
97,v_nodes,S-6678,STR,0533242N,1131905W,53.545,-112.6819444,BASELINE,60 BROADWAY BOULEVARD,,,SHERWOOD PARK,AB,T8H2A2,CAN,America/Los_Angeles,AB North
98,v_nodes,S-2218,STR,0491008N,1224805W,49.16888889,-121.1986111,FLEETWOOD,9014 - 152ND STREET,,,SURREY,BC,V3R4E7,CAN,America/Los_Angeles,BC Lower Mainland
99,v_nodes,S-2274,STR,0491019N,1230803W,49.17194444,-122.8658333,AKROYD,8200 ACKROYD RD,,,RICHMOND,BC,V6X1B5,CAN,America/Los_Angeles,BC Lower Mainland
100,v_nodes,S-981,STR,0490347N,1221359W,49.06305556,-121.7669444,WHATCOM,2310 WHATCOM RD,,,ABBOTSFORD,BC,V3G0C1,CAN,America/Los_Angeles,BC Lower Mainland
101,v_nodes,S-9210,STR,0491456N,1225453W,49.24888889,-121.0852778,SCRIPT CARE PHARMACY,6741 CARIBOO RD,114,,BURNABY,BC,V3N4A3,CAN,America/Los_Angeles,BC Lower Mainland
102,v_nodes,S-7638,STR,0495118N,1192924W,49.855,-118.51,MISSION PARK,45 - 3155 LAKESHORE RD,,,KELOWNA,BC,V1W3S9,CAN,America/Los_Angeles,BC Interior
103,v_nodes,S-927,STR,0491340N,1225935W,49.22777778,-121.0069444,METROTOWN PHARMACY,6200 MC KAY AVE,#0125,,BURNABY,BC,V5H2E3,CAN,America/Los_Angeles,BC Lower Mainland
104,v_nodes,S-6607,STR,0564251N,1112058W,56.71416667,-110.6505556,FORT McMURRAY,8406 FRANKLIN AVENUE,,,FORT MCMURRAY,AB,T9H2J3,CAN,America/Los_Angeles,AB North
105,v_nodes,S-6608,STR,0533236N,1135235W,53.54333333,-112.1236111,SPRUCE GROVE,Suite 100,121 CENTURY CROSSING,,SPRUCE GROVE,AB,T7X0C8,CAN,America/Los_Angeles,AB North
106,v_nodes,S-6612,STR,0533348N,1132812W,53.56333333,-112.53,STADIUM,8124 - 112TH AVENUE,,,EDMONTON,AB,T5B4W4,CAN,America/Los_Angeles,AB North
107,v_nodes,S-6613,STR,0533232N,1133031W,53.54222222,-112.4913889,9TH & JASPER,10180 - 109TH STREET,,,EDMONTON,AB,T5J5B4,CAN,America/Los_Angeles,AB North
108,v_nodes,S-6615,STR,0532951N,1133952W,53.4975,-112.3355556,HAMPTON,6260 - 199TH STREET N.W.,,,EDMONTON,AB,T5T2K4,CAN,America/Los_Angeles,AB North
109,v_nodes,S-6619,STR,0532714N,1133343W,53.45388889,-112.4380556,MAGRATH,14161 - 23RD AVENUE N.W.,,,EDMONTON,AB,T6R0G4,CAN,America/Los_Angeles,AB North
110,v_nodes,S-6628,STR,0551128N,1184835W,55.19111111,-117.1902778,GRANDE PRAIRIE,10819 - 106TH AVENUE,,,GRANDE PRAIRIE,AB,T8V7X1,CAN,America/Los_Angeles,BC North
111,v_nodes,S-6630,STR,0532530N,1133046W,53.425,-112.4872222,ELLERSLIE,11180 ELLERSLIE ROAD S.W.,,,EDMONTON,AB,T6W1A2,CAN,America/Los_Angeles,AB North
112,v_nodes,S-6661,STR,0533606N,1132737W,53.60166667,-112.5397222,LONDONDERRY,137A - 66TH STREET,,,EDMONTON,AB,T5C3C8,CAN,America/Los_Angeles,AB North
113,v_nodes,S-6662,STR,0533052N,1132946W,53.51444444,-112.5038889,STRATHCONA,10368 - 78TH AVENUE N.W.,,,EDMONTON,AB,T6E6T2,CAN,America/Los_Angeles,AB North
114,v_nodes,S-6663,STR,0533050N,1131858W,53.51388889,-112.6838889,WYE ROAD,81 FIR STREET,,,SHERWOOD PARK,AB,T8A6H8,CAN,America/Los_Angeles,AB North
115,v_nodes,S-6664,STR,0533723N,1132709W,53.62305556,-112.5475,NAMAO,9510 - 160TH AVENUE N.W.,,,EDMONTON,AB,T5Z3S5,CAN,America/Los_Angeles,AB North
116,v_nodes,S-6675,STR,0533936N,1133754W,53.66,-112.3683333,ST ALBERT NORTH,740 ST ALBERT RD,,,ST ALBERT,AB,T8N7H5,CAN,America/Los_Angeles,AB North
117,v_nodes,S-6679,STR,0533301N,1131530W,53.55027778,-112.7416667,SUMMERWOOD,10 4005 CLOVER BAR ROAD,,,SHERWOOD PARK,AB,T8H0M4,CAN,America/Los_Angeles,AB North
118,v_nodes,S-6682,STR,0521725N,1134860W,52.29027778,-112.1833333,RED DEER - NORTH,6720 - 52ND AVENUE,,,RED DEER,AB,T4N4K9,CAN,America/Los_Angeles,AB North
119,v_nodes,S-915,STR,0493060N,1154513W,49.51666667,-114.2463889,CRANBROOK,505 VICTORIA AVENUE,,,CRANBROOK,BC,V1C6S3,CAN,America/Los_Angeles,BC Kootenays
120,v_nodes,S-6606,STR,0505306N,1140214W,50.885,-113.9627778,WALDEN,155 WALDEN DRIVE,,,CALGARY,AB,T2X0M7,CAN,America/Los_Angeles,AB Calgary
121,v_nodes,S-955,STR,0500148N,1251500W,50.03,-124.75,CAMPBELL RIVER,1400 DOGWOOD STREET,#400,,CAMPBELL RIVER,BC,V9W3A6,CAN,America/Los_Angeles,BC Vancouver Island
122,v_nodes,S-6604,STR,0510956N,1140050W,51.16555556,-113.9861111,PANORAMA,225 PANTELLA HILL NW,,,CALGARY,AB,T3K0R1,CAN,America/Los_Angeles,AB Calgary
123,v_nodes,S-6632,STR,0505317N,1135749W,50.88805556,-112.0363889,SETON,130 19489 SETON CRESCENT SE,,,CALGARY,AB,T3M1L6,CAN,America/Los_Angeles,AB Calgary
124,v_nodes,S-3203,STR,0533023N,1132911W,53.50638889,-112.5136111,NORTHERN FOOD SERVICES,9910 69 AVENUE,,,EDMONTON,AB,T6E6G1,CAN,America/Los_Angeles,AB North
125,v_nodes,S-7623,STR,0491606N,1230621W,49.26833333,-122.8941667,FALSE CREEK,1688 SALT ST,,,VANCOUVER,BC,V5Y1E4,CAN,America/Los_Angeles,BC Lower Mainland
126,v_nodes,S-2221,STR,0491516N,1225335W,49.25444444,-121.1069444,CAMERON,3433 NORTH ROAD,,,COQUITLAM,BC,V3J1P1,CAN,America/Los_Angeles,BC Lower Mainland
127,v_nodes,W-14,DC,0490604N,1222815W,49.10111111,-121.5291667,EVG,5111 - 272ND STREET,,,LANGLEY,BC,V4W1S3,CAN,America/Los_Angeles,Warehouse
128,v_nodes,S-110,STR,0504620N,1202033W,50.77222222,-119.6575,COOPERS WESTSYDE,3435 WESTSYDE,,,KAMLOOPS,BC,V2B7H1,CAN,America/Los_Angeles,BC Interior
